BÁO CÁO KIỂM TRA TỌA ĐỘ CSV
Tổng số file lỗi: 12628
================================================================================
Split      | Video Folder                                       | File                 | Rows   | Issue
train      | 01December_2011_Thursday_heute-3059                | images0140.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3062                | images0013.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3062                | images0014.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3062                | images0015.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3062                | images0016.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3062                | images0017.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3062                | images0055.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3062                | images0056.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3062                | images0069.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3062                | images0070.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3062                | images0073.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3062                | images0074.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3062                | images0075.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3062                | images0076.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3062                | images0077.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3062                | images0078.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3063                | images0043.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3063                | images0044.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3063                | images0045.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3063                | images0046.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3063                | images0096.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3063                | images0097.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3063                | images0098.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3063                | images0099.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3063                | images0100.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3063                | images0101.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3063                | images0102.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_heute-3063                | images0103.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3467           | images0013.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3469           | images0008.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3469           | images0041.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3469           | images0046.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3469           | images0050.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3469           | images0052.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3469           | images0053.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3469           | images0054.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3469           | images0055.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3469           | images0058.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3471           | images0068.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3471           | images0069.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3472           | images0001.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3472           | images0002.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3472           | images0003.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3472           | images0004.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3472           | images0041.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3472           | images0042.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3472           | images0043.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3472           | images0044.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3472           | images0045.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3472           | images0046.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3472           | images0047.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3472           | images0048.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3475           | images0030.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3475           | images0031.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3475           | images0032.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3475           | images0033.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3475           | images0034.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3475           | images0071.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3475           | images0073.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3475           | images0074.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3475           | images0075.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3475           | images0077.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3475           | images0082.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3476           | images0058.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3476           | images0059.csv       | 543    | Thiếu dòng
train      | 01December_2011_Thursday_tagesschau-3476           | images0060.csv       | 543    | Thiếu dòng
train      | 01February_2011_Tuesday_heute-4642                 | images0169.csv       | 543    | Thiếu dòng
train      | 01February_2011_Tuesday_heute-4643                 | images0002.csv       | 543    | Thiếu dòng
train      | 01February_2011_Tuesday_tagesschau-4966            | images0066.csv       | 543    | Thiếu dòng
train      | 01February_2011_Tuesday_tagesschau-4966            | images0067.csv       | 543    | Thiếu dòng
train      | 01February_2011_Tuesday_tagesschau-4966            | images0068.csv       | 543    | Thiếu dòng
train      | 01February_2011_Tuesday_tagesschau-4966            | images0069.csv       | 543    | Thiếu dòng
train      | 01February_2011_Tuesday_tagesschau-4966            | images0072.csv       | 543    | Thiếu dòng
train      | 01February_2011_Tuesday_tagesschau-4966            | images0073.csv       | 543    | Thiếu dòng
train      | 01February_2011_Tuesday_tagesschau-4967            | images0023.csv       | 543    | Thiếu dòng
train      | 01February_2011_Tuesday_tagesschau-4967            | images0024.csv       | 543    | Thiếu dòng
train      | 01February_2011_Tuesday_tagesschau-4967            | images0025.csv       | 543    | Thiếu dòng
train      | 01February_2011_Tuesday_tagesschau-4970            | images0055.csv       | 543    | Thiếu dòng
train      | 01July_2009_Wednesday_tagesschau-4560              | images0015.csv       | 543    | Thiếu dòng
train      | 01July_2009_Wednesday_tagesschau-4560              | images0017.csv       | 543    | Thiếu dòng
train      | 01July_2009_Wednesday_tagesschau-4560              | images0028.csv       | 543    | Thiếu dòng
train      | 01July_2009_Wednesday_tagesschau-4560              | images0029.csv       | 543    | Thiếu dòng
train      | 01July_2009_Wednesday_tagesschau-4562              | images0040.csv       | 543    | Thiếu dòng
train      | 01July_2009_Wednesday_tagesschau-4562              | images0041.csv       | 543    | Thiếu dòng
train      | 01July_2010_Thursday_tagesschau-8791               | images0048.csv       | 543    | Thiếu dòng
train      | 01July_2010_Thursday_tagesschau-8791               | images0100.csv       | 543    | Thiếu dòng
train      | 01July_2010_Thursday_tagesschau-8791               | images0101.csv       | 543    | Thiếu dòng
train      | 01July_2010_Thursday_tagesschau-8791               | images0102.csv       | 543    | Thiếu dòng
train      | 01July_2010_Thursday_tagesschau-8794               | images0087.csv       | 543    | Thiếu dòng
train      | 01July_2011_Friday_tagesschau-2769                 | images0001.csv       | 543    | Thiếu dòng
train      | 01July_2011_Friday_tagesschau-2769                 | images0002.csv       | 543    | Thiếu dòng
train      | 01July_2011_Friday_tagesschau-2769                 | images0003.csv       | 543    | Thiếu dòng
train      | 01July_2011_Friday_tagesschau-2769                 | images0004.csv       | 543    | Thiếu dòng
train      | 01July_2011_Friday_tagesschau-2769                 | images0013.csv       | 543    | Thiếu dòng
train      | 01July_2011_Friday_tagesschau-2769                 | images0014.csv       | 543    | Thiếu dòng
train      | 01June_2010_Tuesday_heute-6613                     | images0059.csv       | 543    | Thiếu dòng
train      | 01June_2010_Tuesday_heute-6616                     | images0019.csv       | 543    | Thiếu dòng
train      | 01June_2010_Tuesday_heute-6616                     | images0020.csv       | 543    | Thiếu dòng
train      | 01June_2010_Tuesday_tagesschau-5004                | images0023.csv       | 543    | Thiếu dòng
train      | 01June_2011_Wednesday_heute-945                    | images0032.csv       | 543    | Thiếu dòng
train      | 01June_2011_Wednesday_heute-945                    | images0033.csv       | 543    | Thiếu dòng
train      | 01June_2011_Wednesday_heute-952                    | images0045.csv       | 543    | Thiếu dòng
train      | 01June_2011_Wednesday_tagesschau-6946              | images0057.csv       | 543    | Thiếu dòng
train      | 01June_2011_Wednesday_tagesschau-6946              | images0058.csv       | 543    | Thiếu dòng
train      | 01June_2011_Wednesday_tagesschau-6946              | images0059.csv       | 543    | Thiếu dòng
train      | 01June_2011_Wednesday_tagesschau-6946              | images0060.csv       | 543    | Thiếu dòng
train      | 01June_2011_Wednesday_tagesschau-6954              | images0063.csv       | 543    | Thiếu dòng
train      | 01June_2011_Wednesday_tagesschau-6954              | images0064.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7184                | images0038.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7184                | images0043.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7184                | images0044.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7184                | images0046.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7184                | images0047.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0007.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0008.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0009.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0010.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0011.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0012.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0042.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0043.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0082.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0083.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0094.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0096.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0097.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0098.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0099.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0101.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0105.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0106.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7185                | images0107.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0012.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0018.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0048.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0049.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0053.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0054.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0055.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0064.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0065.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0066.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0071.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0072.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0078.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0079.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0080.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0081.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0082.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7186                | images0083.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7187                | images0003.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7187                | images0010.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7187                | images0025.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7187                | images0026.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7187                | images0084.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7187                | images0090.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7187                | images0091.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7187                | images0092.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7188                | images0007.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7188                | images0008.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7188                | images0098.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7188                | images0099.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7188                | images0100.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7190                | images0018.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7190                | images0019.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7190                | images0020.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7190                | images0021.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7190                | images0029.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7190                | images0030.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7190                | images0036.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7190                | images0037.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7191                | images0058.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7191                | images0115.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7192                | images0018.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7193                | images0005.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7193                | images0013.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7193                | images0089.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7193                | images0090.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7193                | images0091.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7193                | images0093.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7193                | images0094.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7193                | images0095.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7193                | images0096.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7193                | images0099.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7193                | images0100.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7193                | images0101.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7193                | images0102.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7196                | images0049.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7196                | images0075.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7196                | images0076.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7196                | images0092.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7196                | images0093.csv       | 543    | Thiếu dòng
train      | 01May_2010_Saturday_tagesschau-7196                | images0097.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_heute-1709                  | images0069.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_heute-1709                  | images0070.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_heute-1709                  | images0085.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_heute-1710                  | images0106.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_heute-1710                  | images0107.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_heute-1710                  | images0111.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_heute-1710                  | images0112.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_heute-1714                  | images0007.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_heute-1715                  | images0109.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_heute-1718                  | images0033.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_heute-1722                  | images0021.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_heute-1723                  | images0027.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_heute-1723                  | images0028.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_heute-1723                  | images0029.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-134              | images0012.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-135              | images0048.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-135              | images0049.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-135              | images0050.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-135              | images0051.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-135              | images0056.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-135              | images0057.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-135              | images0058.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-135              | images0059.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-135              | images0065.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-135              | images0067.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-135              | images0072.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-135              | images0073.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-139              | images0007.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-141              | images0041.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-141              | images0043.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-144              | images0063.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-144              | images0064.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-144              | images0104.csv       | 543    | Thiếu dòng
train      | 01November_2010_Monday_tagesschau-145              | images0061.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-409             | images0008.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-409             | images0010.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-409             | images0161.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-409             | images0162.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-412             | images0031.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-412             | images0036.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-412             | images0059.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-412             | images0060.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-412             | images0160.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-413             | images0005.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-413             | images0014.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-413             | images0015.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-413             | images0029.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-413             | images0063.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-413             | images0072.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-413             | images0073.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-413             | images0074.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-413             | images0076.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-413             | images0077.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-413             | images0078.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-414             | images0061.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-415             | images0069.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-418             | images0033.csv       | 543    | Thiếu dòng
train      | 01October_2009_Thursday_tagesschau-422             | images0004.csv       | 543    | Thiếu dòng
train      | 01October_2010_Friday_tagesschau-2693              | images0006.csv       | 543    | Thiếu dòng
train      | 01October_2010_Friday_tagesschau-2693              | images0013.csv       | 543    | Thiếu dòng
train      | 01October_2010_Friday_tagesschau-2693              | images0015.csv       | 543    | Thiếu dòng
train      | 01October_2010_Friday_tagesschau-2693              | images0016.csv       | 543    | Thiếu dòng
train      | 01October_2010_Friday_tagesschau-2693              | images0017.csv       | 543    | Thiếu dòng
train      | 01October_2010_Friday_tagesschau-2693              | images0018.csv       | 543    | Thiếu dòng
train      | 01October_2010_Friday_tagesschau-2699              | images0003.csv       | 543    | Thiếu dòng
train      | 01October_2012_Monday_tagesschau-5363              | images0045.csv       | 543    | Thiếu dòng
train      | 01October_2012_Monday_tagesschau-5363              | images0046.csv       | 543    | Thiếu dòng
